UUID,UID,Title,Body,Stores,Variations,Media,Tags,Types,Featured
e51b6b57-87b8-4fe2-bf43-b39cfef5f6f8,1,Salix,"<p>The base of the Salix desk is made from sustainable bamboo grown without pesticides or fertilizers, and its beautiful color comes only from the kiln, not from any chemical dyes or stains.The desktop is an industry-leading lifting capacity of 200 lbs. </p><ul><li>Height from 23.25"" to 48.75""(without top)</li><li>Truly sustainable: fully mature trees in 5 years</li><li>Built in the USA</li><li>200lb lifting capacity</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"e73d115c-c74e-45ac-930c-ac3cc2a98846,02eb7f04-b7f9-4f51-971d-516b7c444f49",eco-table-a-white-1.jpg,eco,desk,1
3c5bc207-8645-42c9-a985-5bda3f47affd,1,Taxus,"<p>This desk features a waxed durable top with industrial accents. It combines reclaimed elements while retaining function and durability. No piece is the same and each one can be made to order. Each board is hand selected for unique character and each piece is built by hand using local materials and timeless techniques.</p><ul><li>Handmade item</li><li>30"" H x 47.48"" W x 23.5"" D</li><li>Recycled: Yes</li><li>Style: Industrial & utility</li><li>Materials: Wood, Steel, Natural Wax</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"91268464-d12a-480f-b58a-cd6052ff7c9a,d7e5ce71-c0e3-4a58-8693-7b5cf3db9d04",eco-table-b-black-1.jpg,eco,desk,1
8bde16b8-d2b1-410f-94e0-20772eba1f66,1,Frax,"<p>Inspired by the Mid-Century, the Frax Chair packs exceptionally good looks and resourceful materials into one sleek piece of furniture. An angled body and dramatic legs that morph into shapely arms the Frax geometric silhouette is both low-slung and small-scale.</p><ul><li> 27.4""""w x 30.6""D x 30""H</li><li>Wood legs in a light finish</li><li>Upholstered tight seat and back cushions</li><li>Imported</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"56380e4e-82e1-40fe-bad5-6c838d449ee9,d4afbae0-936e-491b-b869-79c26430e94f",eco-chair-a-blue-1.jpg,eco,chair,1
fd8b5e13-dbc8-4585-8bb5-c41f81937279,1,Populus,"<p>Inspired by the Mid-Century, the Populus Chair packs exceptionally good looks and resourceful materials into one sleek piece of furniture.</p><p> An angled body and dramatic legs that morph into shapely arms the Populus geometric silhouette is both low-slung and small-scale.</p><ul>16.1""W x 21""D x 35""H</li><li>Solid wood construction</li><li>Built in the USA</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"ee7d0fbc-b5ba-4046-9eef-d716f32f4bac,e525f760-248b-4c1d-bdca-41531fde7b5b",eco-chair-b-black-1.jpg,eco,chair,1
c13b15c0-7407-4790-9cab-b6640e6a965c,1,Larix,"<p>Decorate your home with these unique hanging lanterns. These lamp shades are handcrafted in Southeast Asia and woven from bamboo. Lanterns come in a variety of different shapes colors.</p><ul><li>Number of Lights: 3</li><li>Replaceable Bulb Included: No</li><li>Bulb Type: Incandescent</li><li>Wattage: 60""</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"52e0b48a-711d-4fc4-9ddf-57bbc6ec5fc7,20371d8b-c8d1-4448-a5aa-e26bf4c11ed5",eco-light-a-silver-1.jpg,eco,lighting,1
25558824-979f-4d53-b0c8-15f1294b8f0d,1,Omorika,"<p>Hand-carved wood gives the Omorika floor lamp the warmth of salvaged architectural elements. This piece has a slightly weathered look that reflects a casual agricultural style.</p><ul><li>Overall: 9.5"" diameter, 65"" high</li><li>Ash legs stained in a natural finish; cotton blend shade (not inclduded).</li><li>Polished steel hardware.</li><li>Imported.</li><li>Wattage: 150</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"b0327d13-93f5-45df-baca-b5fa986b69db,f41f2ecd-e29f-457e-a3b5-a9cdd56143ef",eco-light-b-black-1.jpg,eco,lighting,0
2e0f48e4-474c-40d3-b7f8-e0c2f4a201da,1,Cordata book shelf,"<p>Made from unfinished reclaimed pine, our Reclaimed Pine Floating Shelf is wide enough for books, frames and vases, while its one-of-a-kind wood finish gives home offices a rustic, workshop feel.</p><ul><li>Handmade item</li><li>Craft: Woodworking & carpentry</li><li>Materials: wood, screws, nails, stain</li><li>36"" x 46.5""</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"bfde1257-d104-4ec8-bac7-b8a8ce4f29dd,22f16463-c8f8-46f4-bc64-55c27a1fa8be",eco-conference-a-wood-1.jpg,eco,conference,0
345957de-c7db-4e8f-ad35-c794d81058f5,1,Sativa Cork Board,<p>Replace your traditional rectangular message boards with our hexagon cork boards for an easy way to refresh to your work space. These six-sided push pin hexagon cork boards come with pins and adhesive tabs to easily mount to walls. Cork boards are curated from 100% natural cork.</p><ul><li>Hexagonal design</li><li>24"" H x 24""</li><li>Assembly required</li><li>Material: 100% recycled cork</li></ul>,358c5520-273b-443f-8c3e-842702d5c751,"c12c9dac-5a63-427a-8c24-ace294383e2f,95a3f10c-d3bb-4336-801d-abbab80eaef4",eco-conference-b-wood-1.jpg,eco,conference,0
a5757f3b-483c-4ee7-af12-5d8ef34e8a19,1,Impulse,"<p>The Impulse lounge chair makes for the perfect addition to your living room. Relax in style with this handcrafted chair made from acacia wood and a velvet upholstered cushion for maxiumum comfort.</p><ul><li>Handcrafted wood frame</li><li>32"" H x 24"" L</li><li>Materials: Darkened acacia wood, velvet upholstery</li><li>Imported from Italy</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"906ae2d3-0416-4e21-aa46-8a9edbf2433c,7f090f9f-cd1a-43e7-b02d-e7c2cdc07b34",tec-chair-a-blue-1.jpg,iot,chair,0
d52374ed-d793-4b52-93a0-71a86f8dcff5,1,Ascend,"<p>The stylish Ascend chair looks sleek in any environment. Customize upholstery to a color that matches your mood. Kickback and easily recline in hidden footrest.</p><ul><li>Material: 100% leather</li><li>Imported from Italy</li><li>35"" H x 32"" W</li><li>Customizable color</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"7e9c724d-ed67-44d4-93e3-c362a17eb5e6,a2709a69-a1ee-4d5c-a726-2736a52b20e0",tec-chair-b-blue-1.jpg,iot,chair,1
4c2b074e-ec64-4aa3-a1af-2bf0f28e0dca,1,Encompass,"<p>Immediately modernize your workspace with the Encompass desk. Handcrafted with light, birch wood. Easily store items under the desk while still looking stylish. </p><ul><li>Material: Light birch wood</li><li>4' L x 2'6"" W x 3' H</li><li>Handcrafted in the USA</li><li></li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"c2f8e0b6-3c40-43bb-b788-b79ab08ddb7d,17d2199c-1960-469e-9e4b-ea37ea3c168b",tec-table-a-black-1.jpg,iot,desk,1
ea6dd88a-2c27-44cd-bdf0-9d9871dda709,1,Spectrum,"<p>The Spectrum desk is the newest innovation by Obio. This modern design eliminates the fuss of annoying table legs. Easy assembly.</p><ul><li>Material: Wood, steel</li><li>Customizable height; 2' 4"" W</li><li>Crafted in the USA</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"d27148dd-d525-43b7-a269-35fa8167344c,fc4f5623-4403-482c-9fb9-48ccfb0d2b8e",tec-table-b-white-1.jpg,iot,desk,0
c364ba84-d407-4ffc-8fad-bff10ce07817,1,Envision,"<p>Enhance your dull space with Envision lights. This sleek, modern design will instantly transform your area. This lighting system is intriciately, hand-woven with wires. Customizable with colored wire.</p><ul><li>Material: Wire</li><li>Wattage: 85</li><li>Handcrafted in Sweden</li><li>Customizable to the size of your space</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"c6913fa5-9a93-4784-af40-a1da95aed7cf,cdabeb7d-8af8-4e4e-af54-5dc6366c6bed",tec-light-a-silver-1.jpg,iot,lighting,1
87a2aec3-c3b9-4db4-a8d5-c2e8ba3e02d9,1,Origin,"<p>The Origin lights take you back in time to the time of Edison. This simple, yet modern light will illuminate your space. Use one light, or combine them to create a unique effect.</p><ul><li>Wattage: 60</li><li>Crafted in the USA</li><li>Copper wire</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"0ba142f0-83c0-4043-a66a-5f58dea5567e,876ee346-6a57-470c-9fdd-a89dadb04952",tec-light-b-black-1.jpg,iot,lighting,0
260bf30e-1a5f-4195-af35-e95435bb1e40,1,Conquer,"<p>The Conquer conference room table brings your company together. The stylish design instantly modernizes your conference room. Customize the size of your table for conference rooms of various sizes.</p><ul><li>Material: Glass, birch wood</li><li>Customizable table size</li><li>Crafted in the USA</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"774c263c-f8d4-4fa8-84d5-132f8dfcfa9f,bf842569-07a3-406e-8470-ec98602b16f9",tec-table-c-wood-1.jpg,iot,conference,0
4f3014b7-962a-4579-ab1c-111445238730,1,Quell,<p>The Quell is the newest addition to the conference room line. Easily create conference rooms in an open space using the Quell dividers. The unique design of the divider creates an intimate environment. </p><ul><li>Material: Wood</li><li>Customizable colors</li><li>Crafted in Sweden</li><li>20' Circumference</li></ul>,358c5520-273b-443f-8c3e-842702d5c751,"c3192888-4b8c-406e-af04-2e8040d46299,7e3ebc1c-bbca-4259-b25d-8c3c9da0e3d6",tec-divider-a-orange-1.jpg,iot,conference,0
7805a717-ad57-4ac6-b87e-1607fc3737ee,1,Levy,"<p>This minimalistic Levy Chair is defined by its angular pine cedar frame, comfortably curved back and unupholstered seat. The seat is made in a high quality and durable polypropylene plastic, available in a variety of vibrant colors.</p><ul><li>Sturdy wood legs and frame</li><li>27""W x 28.4""D x 29.9""H</li><li>Engineered wood backrest with barley-stained ash veneer</li><li>Curved back; angled legs</li><li>6.5mm Thick Duratek Infused Plastic for Superior Strength</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"2c3f69f7-ed50-42b2-8547-42dcef76f1f1,6bc6b506-8642-4abd-8c82-ed715ca11f25",min-ch-a-sil-1.jpg,minimal,chair,1
0f1c0e4f-503a-463b-a73b-1f70947e9ffa,1,Nora,"<p>A contemporary update on a traditional design, the Nora is a charismatic armchair that elegantly unifies modern minimalist lines with functionality. Made in the USA from a practical mixture of solid and manufactured wood, this design showcases a boxy silhouette with a slightly slanted backrest, square arms, and round tapered legs.</p><ul><li>32""H x 39""W x 34.5""D</li><li>Zippered Cushion Cover: Yes</li><li>Product Details</li><li>Seating Firmness: Medium</li><li>Assembly Required: Yes</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"0df65086-70ba-4d6b-90fd-6ae6dbae5292,ef123812-5544-4829-bc40-b690a770c18c",min-ch-b-bl-1.jpg,minimal,chair,1
087bb3ac-aa3b-43e1-ad97-83189eb8b6c7,1,Taylor,"<p>This solid oak mordern desk is the perfect addition to any home office. The oversized tabletop allows plenty of desktop space to accommodate a laptop and desk lamp. The size makes the computer desk ideal for apartments, dorm rooms, or other small spaces.</p><ul><li>30-1/8 x 47-1/4 x 23-1/2 inches (HxWxD)</li><li>Assembly Required: Yes</li><li>Product Warranty: 5 Year</li><li>Pieces Included: Desk only</li><li>Top Material Details: Manufactured Wood</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"78edd8d4-f4bd-4247-84a7-e62ec81cba10,9885b627-89fb-421b-aef3-278479f8bcdb",min-tb-a-wt-1.jpg,minimal,desk,1
5c279df7-faa4-430a-a3f3-620435aaf2ee,1,Sam,"<p>The Sam desk features a modern & sleek style combined with functionality. The solid wood top and decorative metal legs give this desk an industrial, mixed material style and simple appeal. This is the ultimate minimalistic desk, sure to make any home office feel sophisticated and chic.</p><ul><li>29.53H x 43.31W x 17.72D</li><li>Assembly Required: Yes</li><li>Product Warranty: 5 Year</li><li>Pieces Included: Desk only</li><li>Top Material Details: Manufactured Wood</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"b83981ae-febe-4544-ac69-31f51ce6322a,765118c8-0891-4710-8d8e-0410bdf5476e",min-tb-b-wt-1.jpg,minimal,desk,1
7a45fcce-75a5-4636-8c8a-d23e53018adc,1,Katey Chandelier,"<p>The copper finishing brings a refined sensibility to the Katey Chandelier. This lamp is deal for an minimalistic entryway, we especially love the irregular silhouette and exposed bulb.</p><ul><li>W 13.5""D 13.5"" x 8.25""H  2.2 lb.</li><li>Color: Copper </li><li>Wire/Stem: 48""H</li><li>Wattage: 85</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"c136d641-1d80-4aa8-b645-5ae328396850,00027657-014b-4789-b81e-a330f6cf4c3f",min-lgt-a-wd-1.jpg,minimal,lighting,1
f3af10bb-a0f6-4e9e-a8d3-87a9ac104d3d,1,Henry,"<p>The Henry oversized floor lamp rises from plated brass frame to an asymmetric cylindrical linen shade. Simple and chic, this fixture lights small spaces and large with equal ease. </p><ul><li>16""W x 15""D x 68""H</li><li>Steel with brass plating</li><li>Linen shade (included)</li><li>Made in Sweeden</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"12c9c2c6-e959-45ba-9602-578b96cac0bd,b3b04b62-7c76-4988-8bed-61713fc2ed03",min-lgt-b-wt-1.jpg,minimal,lighting,0
1a650c46-874a-4040-994c-e649ff8a8275,1,Tom Conference Chair,"<p>Tom Conference room chairs are upholdered in leather, with arm rests and wheels molded from chome covered steel. These luxurious finishings add extra comfort for many hours. The Tom chiar offers adjustable seat height and tilt control.</p><ul><li>W 22.5"" / D 18.75"" / H 43.5"" / 23 lb.</li><li>Color: Brown</li><li>Material: Leather, chrome</li><li>Assembly Required: Yes</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"08f92bfa-8567-4b36-a696-e39081bc7cd6,e7fce6e0-37c5-4fdc-9fad-2f2dd61048a2",min-cr-a-bl-1.jpg,minimal,conference,0
c67a2414-8546-468b-80bb-b4150f5b4e2b,1,Jim Conference set,"<p>Jim is a modern high quality small conference room set. This contemporary set is made of heavy duty (matte) plastic, each chair can can hold up to 250 lbs. Organically curved seats allow for maximum comfort.  Great for home office as well as dining room.</p><ul><li>Minor assembly required</li><li>33""H x 18""W x 17""D chairs</li><li>42-inch round table</li><li>Color: White with black accents</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"d8bed2d9-d7d9-42de-b1a7-48ee578895a1,1912c1ec-7413-4316-be12-1cfe453b5be9",min-cr-b-wd-1.jpg,minimal,conference,0
93d29f95-e9df-4692-a735-c8a6553df55d,1,Genivive,"<p>Brimming with country-chic style, the Genivive arm chair brings charm to any room. Delicate wood carvings and brass studs gives this chair its cottage-inspired look, while the classic wood frame and light coverings add traditional style. </p><ul><li>31.5'' H x 35'' W x 31.3'' D 36lbs</li><li>Feather down seats</li><li>Reversible seat cushion: Yes</li><li>Assembly Required: Yes</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"ebe2dea0-86c7-4919-a0a6-c3d6fdce6c27,6e162826-4575-4841-b1fa-58beaced1b8f",her-ch-a-sil-1.jpg,heritage,chair,1
7b2b64ff-59eb-4fe3-b391-761ccdf858e5,1,Pemberly,"<p>Inspired by provincial France, the Pemberly chair has distinctive elements of design including gold overlay, delicate leather, antiqued brown color, and custom hardware. The Pemberly is a timeless selection, reminiscent of furniture handed down.</p><ul><li>Luxurious antique gold finish</li><li>Ornately carved wood frame</li><li>Assembly Required: No</li><li>54"" H x 30.5"" W x 35' D</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"181965fb-c037-4434-b909-b1d967e674e3,bc2d8cb5-d429-43bf-80ef-b3a445b8a7ce",her-ch-a-br-1.jpg,heritage,chair,1
3ed05649-e3c5-4a29-b8ee-3061bc4a344d,1,Malania,"<p>The Malania desk has a slender, open design that is ideal for smaller spaces. Medium brown wood and industrial gray mental style framework give it a vintage feel. Includes three drawers for organizing your home or office essentials.</p><ul><li>29.75"" H x 50.25"" W x 22.75"" D</li><li>Minor assembly required</li><li>Imported</li><li>Smooth metal drawer glides</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"e007a3df-7d4e-4c90-b5d5-5060248728b6,352ad015-3bbc-411e-a0dd-478158a80706",her-tb-a-wt-1.jpg,heritage,desk,1
b30d620f-e3e7-4130-b0c1-38418ec239f8,1,Essex,"<p>The Essex desk has an angular, open design that is ideal for smaller spaces or entryways. The medium brown wood and industrial black mental style framework give it a modern vintage feel. This desk includes three drawers for organizing your home or office essentials.</p><ul><li>29.75"" H x 50.25"" W x 22.75"" D</li><li>Minor assembly required</li><li>Imported</li><li>Smooth metal drawer glides</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"2e1d1843-2075-4337-900e-fcbdffcb63fa,465ccc17-840e-4ebe-bbd4-697119d99734",her-tb-b-wt-1.jpg,heritage,desk,1
472487e6-33bb-4fc0-9b2f-f36f30255eff,1,Constantine Chandelier,"<p>Inspired by Byzantine craftsmen, the Constantine Chandelier brings bohemian styles from old world designs. This aged bronze lamp is hand distressed and engraved for historical authenticity.</p><ul><li>Made in Portugal </li><li>Finish: Aged bronze</li><li>Bulb type: 40W 120 Volts</li><li>Assembly required: No</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"a4cc8f7b-e73d-458d-94b2-ec67f1b2209d,66785053-e752-4c4d-827d-594bcaca4572",her-lgt-a-bl-1.jpg,heritage,lighting,1
779d6b3a-8143-4fb3-ad89-6ede65f25bdd,1,Uxbridge,"<p>Lovel carved maple gives the Uxbridge floor lamp the warmth of vintage architecture. This piece has a modern vintage look that reflects a casual style.</p><ul><li>16""W x 15""D x 68""H</li><li>Maple</li><li>Linen shade (included)</li><li>Made in Sweden</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"fc7dffd0-a6a8-4d6a-a989-1b8dd10a104c,952fdf4a-2dc3-4577-87a1-f7b7f368beba",her-lgt-b-sil-1.jpg,heritage,lighting,0
3aed46d8-f893-4af4-ab10-0fcf98449766,1,Southampton chair,"<p>Southampton Conference room chairs are a fine additional to a heritage style conference room. These luxurious finishings add extra comfort for many hours. The chair offers adjustable seat height and tilt control.</p><ul><li>22.5""W x 18.75""D x 43.5""D 23 lb.</li><li>Color: Brown</li><li>Material: Maple</li><li>Assembly Required: Yes</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"3838c44e-66cb-4649-b4d0-c81b3c4254e9,a8bb26de-9e0f-4c9a-a3c1-cd170b798db2",her-cr-a-bl-1.jpg,heritage,conference,0
d0443d49-9ea1-42c8-9cc3-9e454d29631c,1,Tenby Table,"<p>The Tenby is a high quality small conference room set. This set is made of classic heritage maple. Great for home office as well as dining room.</p><ul><li>Minor assembly required</li><li>33""H x 18""W x 17""D chairs</li><li>42-inch round table</li><li>Color: Maple</li></ul>",358c5520-273b-443f-8c3e-842702d5c751,"e556e969-00a7-418f-ad6e-0c9894449208,e3ecfec5-4c03-4d8d-a35d-223bb020fc6c",her-cr-b-sil-1.jpg,heritage,conference,0
